,question_text
57712,지원자님의 성격 상 장점과 단점에 대해 각각 말씀해 주십시오 구체적인 예시를 들어주셔도 좋을 것 같습니다
57713,커뮤니케이션을 잘 할 수 있는 지원자님만의 스킬이 있다면 한번 보여주시겠어요 직접 한번 시연해주셔도 좋습니다
57714,다를 수 있는 설계 프로그램이 있으신가요 어떤 프로그램을 다룰 수 있는지 그 프로그램에 대해서도 설명해 주세요
57715,사람들과 협업을 하면서 제일 어려웠던 점이 있다면 그것은 무엇이었나요 그리고 그것은 어떤 방법으로 극복하셨는지도 함께 얘기해 주세요
57716,요즘 고령화 사회로 가면서 치매로 인한 문제가 대두되고 있습니다 이에 대해 면접자님이 생각하시는 건보공단이 하는 일과 개선 방안에 대해 설명해 주세요
57717,지원자님께서 남을 잘 이끄는 리더형과 남을 잘 따르는 팔로워형 중에 어떤 유형에 속한다고 생각하는지 이유와 함께 답변 바랍니다
57718,현재 많은 대기업들이 제조 공장이나 공장들을 해외로 많이 이전하고 있습니다 이 부분에 대해서 지원자님께서는 찬성하신지 아니면 반대하시는지 그 입장과 이유를 한 번 말씀해 주시기 바랍니다
57719,지원자님께서 평소에 어떤 검색을 주로 하는지 왜 검색을 하는지 답변해 주시면 감사하겠습니다
57720,다른 지원자들에 비해서 지원자분 본인만이 가지고 계신 차별성이나 장점을 어필해야 한다면 무엇이 있을지 궁금합니다
57721,배달의 민족을 사용하시면서 서비스에서 아쉬웠던 부분이 있으셨습니까 있었다면 무엇인지 말씀해 주십시오
57722,몇 년 전에 우버택시와 관한 논란이 있었다는 것을 본인도 알고 계실 텐데요 본인은 이러한 찬반 양론에 대해서 각각 어떻게 생각하시는지 궁금합니다
57723,면접자님께서는 이 분야에 지원하기 위해 관련된 어떤 노력을 해 보셨나요 생각나는 대로 말씀해 주세요
57724,커뮤니케이션을 잘 할 수 있는 지원자님만의 스킬이 있다면 한번 보여주시겠어요 직접 한번 시연해 주셔도 좋습니다
57725,마찰력에 대해 설명해 주시고 마찰력을 이용하거나 활용해 할 수 있는 작업의 예시를 몇 가지만 들어주시겠습니까
57726,우리 회사가 해외 무대로 진출하게 된다면 어디로 진출하는 것이 좋을까요 그리고 그렇게 생각하시는 이유는 무엇인가요
57727,지원자님께서 그동안 인생에서 겪었던 갈등들 중에서 제일 심각하다고 느꼈던 갈등이 있다면 어떤 것이 있나요
57728,지원자님께서 지금까지 살면서 이뤘던 성과들 중에서 가장 큰 성과가 있다면 어떠한 것인지 설명해 주시면 감사하겠습니다
57729,만약 이직을 생각 중인 동료를 만나게 된다면 뭐라고 말씀하시겠습니까 왜 그렇게 말씀을 하실지도 함께 설명해 주세요
57730,본인의 십 년의 미래는 어떨 것 같으세요 저희 회사에 계속 다니고 계실 것 같으신가요
57731,이 면접에서 최종 탈락하게 되실 수도 있는데요 그렇게 된다면 본인의 어떤 점이 부족하다고 생각해서 탈락했다고 생각을 하실지 궁금합니다
57732,저희 일의 특성 상 야근이나 잔업 외근이 많아질 수도 있는데요 그래도 괜찮으시겠습니까
57733,요즘 고령화 사회로 가면서 치매로 인한 문제가 굉장히 많이 대두되고 있습니다 이에 대해서 건보공단이 하는 일과 개선해야 할 방안에 대해서 얘기해 주세요
57734,만약 상사가 업무와 무관한 일을 지시해도 잘 수행할 자신이 있으신가요 아니면 수행하지 않을 것인지 궁금합니다
57735,본인의 장단점을 설명해 주시고 그것을 특화시키고 극복하기 위해 노력했던 부분도 함께 얘기해 주세요
57736,지원자님께서 지금 스터디를 따로 하고 계신 게 있다면 어떠한 공부를 왜 하고 있는지도 설명해 주시면 감사하겠습니다
57737,회사에 들어와서 선배를 만나게 된다면 어떤 모습의 선배를 만나고 싶은지 이상적으로 생각하는 선배의 모습을 말씀해 주세요
57738,이전 직장이나 대학에서 어떤 프로젝트를 해 본 것 중 생각나는 게 있다면 그 프로젝트에 대해 한번 말씀해 주시겠어요
57739,본인이 생각할 때 본인의 장점과 단점을 말씀해 주시고 또 본인이 그것을 특화시키고 극복하기 위해서 하셨던 노력들도 함께 말씀해 주세요
57740,최근에 본 뉴스들 가운데 가장 인상 깊었던 뉴스는 무엇이었습니까 무엇인지와 이유도 함께 말씀해 주십시오
57741,어 일을 하다가 상사에게 어려운 지시를 받게 되실 수도 있는데요 그렇게 된다면 어떻게 대처하실 건가요 또 그 이유도 함께 말씀해 주시기를 바랍니다
57742,현대인은 하루 평균 세 번 거짓말을 하고 산다고 합니다 본인이 해본 가장 기억에 남는 거짓말은 무엇입니까
57743,다른 지원자들에 비해서 자신이 가지고 있는 차별성이나 장점이 있다면 이 자리에서 어떤 것이 있는지 어필 한번 해 주시겠습니까
57744,직무 지식 역량 태도 이 세 가지 요소 중 가장 중요하다고 생각하시는 것과 그 이유를 말씀해 주십시오
57745,과거의 프로젝트를 수행했던 경험이 있으신지 궁금한데요 있다면 프로젝트 내에서 어떠한 역할을 맡으셨습니까
57746,면접 제안자님께서 생각하시는 기초 학문의 중요성에 관해서 아시는 내용에 대해 최대한 자세하게 설명해 주시겠습니까
57747,스트레스를 받으면 어떻게 하시는지 왜 그러한 방법으로 스트레스를 해소하는지 말씀해 주십시오
57748,지원자님께서 가장 자신 있는 기술 분야가 무엇입니까 한 가지만 골라서 말씀해 주세요
57749,만약 다른 부서와 갈등 상황이 생기게 된다고 했을 때 지원자님께서는 어떻게 해결하실 것 같은지 상황을 가정하고 답변해 주시면 감사하겠습니다
57750,최근에 이직을 생각하는 동료를 만나게 되실 수도 있는데요 그렇게 된다면 뭐라고 말씀하실 건가요 또 그렇게 말씀하시는 이유도 함께 설명해 주시길 바랍니다
57751,지원자님만의 스트레스 해소 방법이 있다면 무엇입니까 왜 그 방법으로 스트레스를 해소하시는지도 말씀해 주시기 바랍니다
57752,이전 직장이나 대학에서 어떤 프로젝트를 해봤는지 기억나시는 게 있다면 한번 말씀해 주시겠어요
57753,그 우리가 용접하잖아요 그 용접의 종류하고 어 그 특징에 대해서 아시는 대로 설명해 주시겠습니까
57754,현재 자동차 관련하여서 아주 많은 기술이 있습니다 지원자님께서 생각하실 때 이 수 많은 자동차 관련 기술 중에 가장 유망하다고 생각되는 기술은 무엇이라고 생각하십니까
57755,현대인은 하루에 평균 세 번 정도 거짓말을 한다고 하는데요 지원자님께서 해봤던 거짓말들 중에 제일 기억에 남는 거짓말이 있다면 어떤 상황에서 했던 거짓말이었는지 설명만 합니다
57756,지원자님의 단점이 있다면 말씀해 주시고 이를 보완하기 위해서 한 노력이 있다면 함께 말씀해 주시기 바랍니다
57757,우리 회사에 들어오면 기존과는 업무 스타일이 달라질 수도 있습니다 지원자님은 이렇게 기존과 다른 업무 스타일에 잘 적응하실 수 있다고 생각하시나요
57758,만약 우리 회사가 해외 무대로 진출하게 되면 어느 나라로 진출하는 것이 좋을까요 그리고 그렇게 생각하시는 이유는 무엇인가요
57759,본인이 생각할 때 가장 자신 있는 기술 분야는 어떤 분야인지 말씀해 주시죠
57760,엔트로피가 무엇인지 알고 계신가요 엔트로피가 무엇인지 열역학 법칙과 함께 엮어서 설명해 주시길 바랍니다
57761,본인의 장점과 단점을 설명해 주시고 그것을 특화시키고 극복하기 위해 했었던 노력도 함께 말씀해 주시기 바랍니다
57762,지원자님의 십 년 후 미래는 어떨 것 같으십니까 저희 회사에 계속 다니고 계실 것 같으십니까
57763,아이패드 맥북 에어팟 제트플립 등과 같이 시장에서 관심을 받는 제품들의 특징은 무엇인지 말씀해 주세요
57764,지원자는 학교에서의 연구와 기업에서의 연구는 어떻게 다르다고 생각하는지 생각을 말씀해 주세요
57765,대학에서 배운 지원자님의 전공 과목 중에서 가장 기억에 남는 과목을 한 가지만 골라서 말씀해 주시기 바랍니다
57766,면접자께서는 연구 개발에 있어서 지켜야 할 몇 가지 덕목을 제시하고 각각의 순위를 매겨주시기 바랍니다
57767,면접자 본인께서는 우리 회사에 들어와서 앞으로 조금 더 연구해 보고 싶다 라고 하는 분야가 있으면 어떤 분야인지 궁금하구요 왜 그 업무를 해보고 싶은지 말씀을 해 보시죠
57768,최근 공부하고 있는 것이 있습니까 있다면 왜 그걸 공부하는지 지금까지 무엇을 배웠는지 말씀해 주시기 바랍니다
57769,면접자님께서는 이 분야에 지원하기 위해 관련된 어떤 노력을 해 보셨는지 생각나는 대로 전부 말씀해 주세요
57770,지원자님께서 이루고 싶은 인생의 목표에 대해서 왜 그것을 이루고 싶은지도 함께 설명 바랍니다
57771,본인이 가지고 있는 상위 일 퍼센트의 능력이 있다면 그 능력을 최대한 자세하게 말씀해 주세요
57772,기차가 운행 도중 산사태로 인해 삼십 분 동안 정치하게 되었습니다 이때 본인이 관리 책임의 위치에 있다면 어떻게 조치하실지 말씀해 주세요
57773,만약 지원자님께서 직무에 맞지 않는 일을 해야 하는 순간이 온다면 어떻게 하실 것 같은지 설명 바랍니다
57774,일을 하다보면 영어로 서류를 작성해야 할 일이 생길 수도 있는데요 영어로 서류를 작성하실 수 있으십니까
57775,근무를 하면서 가장 어려울 것으로 예상되는 것은 무엇인지 그리고 또 그 과정을 어떻게 대처해 나갈 생각이신지 말씀해 주세요
57776,금일 면접 준비하느라고 고생을 많이 하셨을 텐데 어떤 방식으로 면접을 준비하셨는지 말씀 부탁드립니다
57777,평소에 지원자님께서는 검색을 자주 하시는 편이신지 궁금합니다 어떤 검색을 주로 하는 편이신지 그리고 그런 검색을 하시는 이유는 무엇인지 궁금합니다
57778,만약 상사가 업무와 무관한 일을 시켜도 잘 수행할 자신이 있으십니까 아니면 수행하지 않을 것인지도 말씀해 주세요
57779,대한민국의 금융정책기관으로서 우리 신용보증기금이 확대해야 할 업무 영역들은 어떤 것들이 있다고 생각하시나요
57780,이제까지 진행한 프로젝트들 가운데서 제일 기억에 남는 프로젝트가 있다면 그것이 어떤 점에서 기억에 남는지 말씀해 주시겠어요
57781,일을 하다 보면 영어로 서류를 작성해야 될 일이 생길 수도 있습니다 혹시 그럴 때 영어로 서류를 작성하실 수 있는지 궁금합니다
57782,지원자분께서 다른 지원자들에 비해서 본인만이 갖고 있는 차별성이나 장점을 어필해야 한다면 어떤 것이 있을지 궁금합니다
57783,지금부터 삼 년 뒤까지 지원자님의 어떤 목표가 있다면 어떠한 것이 있는지 설명 바랍니다
57784,논문 보고서 등 본인에 관심사를 가장 잘 드러낼 수 있는 대표적인 학술 실적을 한 가지만 소개해 주시겠습니까
